,score,largest_property_use_type_gross_floor_area_ft,year_built,number_of_buildings,occupancy,site_eui_kbtu_ft,weather_normalized_site_electricity_intensity_kwh_ft,green_power_offsite_kwh,egrid_output_emissions_rate_kgco2e_mbtu,percent_of_electricity_that_is_green_power,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_percent_that_can_be_cooled,multifamily_housing_percent_that_can_be_heated,water_use_all_water_sources_kgal,number_of_active_energy_meters_total,number_of_active_energy_meters_not_used_to_compute_metrics,number_of_active_it_meters,community_board,census_tract,longitude,latitude
21728,83.0,172236.0,1912,1,80,37.9,7.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,712.8,12,0,0,105.0,74.0,-73.984233,40.745998
21732,97.0,150686.0,1915,1,80,24.5,3.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,347.8,5,0,0,105.0,74.0,-73.983962,40.74569
21733,69.0,65703.0,1910,1,80,53.2,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,361.3,6,0,0,105.0,72.0,-73.9831,40.744647
21735,64.0,171919.0,1911,1,80,61.8,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1899.6,6,0,0,105.0,95.0,-73.992872,40.745428
21736,31.0,134044.0,1912,1,80,79.2,15.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1900.0,9,0,0,102.0,71.0,-73.998369,40.737992
21737,88.0,52698.0,1915,1,80,25.6,7.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,630.2,6,0,0,105.0,84.0,-73.98448,40.750903
21738,43.0,99614.0,1911,1,80,84.7,13.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1221.6,5,0,0,105.0,54.0,-73.992725,40.739666
21739,77.0,59694.0,1911,1,80,41.5,5.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,333.5,6,0,0,105.0,52.0,-73.988983,40.738851
21740,70.0,127866.0,1913,1,95,58.7,9.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,11,0,0,105.0,74.0,-73.984799,40.74768
21741,64.0,71534.0,1912,1,80,58.3,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,727.0,5,0,0,105.0,84.0,-73.984513,40.75009
21742,75.0,73912.0,1915,1,80,55.4,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,944.0,5,0,0,105.0,76.0,-73.985856,40.746681
21744,75.0,120882.0,1909,1,80,53.8,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,13,0,0,105.0,76.0,-73.988281,40.747747
21745,86.0,29436.0,1950,1,90,57.2,12.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1636.7,8,0,0,105.0,52.0,-73.990885,40.736364
21764,68.0,25633.0,1900,1,100,49.7,10.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3767.2,7,0,0,103.0,8.0,-73.996894,40.713493
21814,80.0,145437.0,1913,1,100,58.1,8.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,105.0,74.0,-73.983251,40.744471
21816,86.0,59615.0,1910,1,75,37.9,4.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,143.3,2,0,0,102.0,37.0,-74.008594,40.725948
21817,14.0,48351.0,1914,1,50,122.3,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1003.1,7,0,0,105.0,96.0,-73.98074,40.755129
21818,20.0,67975.0,1954,1,75,68.4,16.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,11201.0,-73.974756,40.762525
21819,8.0,40857.0,1921,1,80,93.4,22.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,11201.0,-73.974323,40.762495
21852,66.0,103031.0,1923,1,30,80.6,15.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1187.9,4,0,0,105.0,96.0,-73.980978,40.756048
21868,86.0,71180.0,1911,1,80,50.1,7.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,84.0,-73.985267,40.74961
21874,70.0,48095.0,1915,1,80,65.5,11.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,754.8,2,0,0,105.0,72.0,-73.982941,40.744867
21895,99.0,25480.0,2010,1,100,12.4,3.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,76.0,-73.98582,40.746728
21896,50.0,27456.0,1920,1,100,42.1,11.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1803.0,2,0,0,104.0,83.0,-74.006027,40.742971
21919,86.0,206420.0,1901,1,100,66.8,17.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3292.3,4,0,0,104.0,87.0,-73.993678,40.74172
21956,31.0,43000.0,1915,1,100,97.5,14.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,109.0,14601.0,-73.953014,40.819265
21989,72.0,45211.0,1926,1,70,60.5,4.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,95.0,-73.993825,40.748233
22001,99.0,28000.0,1960,1,30,20.4,2.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,84.0,-73.983827,40.749462
22029,92.0,78033.0,1900,1,80,30.3,8.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,102.0,43.0,-73.998651,40.723201
22032,29.0,22840.0,1930,1,100,136.5,12.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,106.0,108.0,-73.967268,40.759268
22159,33.0,27286.0,1900,1,70,95.6,17.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1103.6,3,0,0,102.0,37.0,-74.005015,40.726365
22218,44.0,51619.0,2006,1,100,84.6,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1711.5,4,0,0,104.0,99.0,-74.003465,40.750676
22220,91.0,34694.0,1926,1,100,35.4,5.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,104.0,99.0,-74.005042,40.748936
22314,32.0,102720.0,1987,1,95,99.9,24.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,104.0,139.0,-73.982798,40.767566
22315,59.0,51923.0,1927,1,90,68.6,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,983.6,6,0,0,106.0,100.0,-73.968978,40.759971
22323,58.0,67177.0,1963,1,100,110.5,8.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,106.0,88.0,-73.969066,40.7499
22333,73.0,61745.0,1911,1,100,76.5,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,709.1,6,0,0,105.0,76.0,-73.98665,40.747653
22346,96.0,151525.0,1912,1,90,24.9,7.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1469.2,5,0,0,105.0,101.0,-73.990324,40.747582
22347,48.0,99235.0,1904,1,75,86.6,15.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,369.5,8,0,0,104.0,87.0,-73.994962,40.739952
22348,87.0,365533.0,1927,1,95,86.8,17.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,13497.8,4,0,0,105.0,96.0,-73.979025,40.756959
22358,98.0,144161.0,1913,1,100,36.6,3.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,176.5,3,0,0,105.0,74.0,-73.98542,40.744367
22370,84.0,164615.0,1971,1,60,45.8,9.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,108.0,11401.0,-73.97111,40.763987
22394,88.0,81928.0,1927,1,90,56.0,6.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,108.0,14601.0,-73.947544,40.782744
22403,85.0,272517.0,1924,1,95,56.6,9.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,1502.0,-74.010392,40.70932
22405,48.0,653245.0,1928,1,85,97.7,20.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,101.0,9.0,-74.011552,40.704541
22409,70.0,162494.0,1905,1,25,56.4,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,105.0,82.0,-73.983358,40.750074
22416,50.0,920386.9700000044,2016,1,95,74.9,16.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,13836.2,3,0,0,104.0,99.0,-74.001112,40.755405
22562,79.0,332312.0,1927,1,90,50.3,10.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,94.0,-73.979769,40.754997
22563,40.0,180349.0,1930,1,90,107.0,16.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,94.0,-73.979188,40.755164
22613,43.0,235173.0,1990,1,100,98.0,14.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,13090.7,2,0,0,107.0,149.0,-73.984619,40.774505
22627,90.0,81725.0,1925,1,65,41.4,4.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1675.9,7,0,0,105.0,113.0,-73.989771,40.754746
22628,85.0,65649.0,1928,1,70,48.8,4.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,420.4,5,0,0,105.0,113.0,-73.991442,40.754952
22636,56.0,71660.0,1991,1,100,55.3,14.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,137.0,-73.978708,40.764966
22638,80.0,137756.0,1923,1,95,60.7,8.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1448.2,8,0,0,105.0,113.0,-73.989132,40.755265
22662,74.0,146984.0,1982,1,100,138.4,26.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3108.9,3,0,0,108.0,118.0,-73.962524,40.766397
22680,59.0,118000.0,1920,1,100,83.9,20.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,102.0,69.0,-74.008291,40.729988
22682,94.0,20000.0,1920,1,100,43.4,9.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,102.0,47.0,-74.001053,40.720393
22684,86.0,99184.0,1927,1,100,55.6,5.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1454.8,4,0,0,105.0,109.0,-73.988844,40.751123
22685,73.0,51853.0,1900,1,100,52.2,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,630.6,4,0,0,105.0,109.0,-73.988588,40.751806
22691,89.0,110188.0,1929,1,100,52.7,4.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,560.8,3,0,0,104.0,115.0,-73.992539,40.7551
22695,8.0,31272.0,1950,1,100,179.81024999999994,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,475.0,8,0,0,108.0,14601.0,-73.954831,40.777645
22728,66.0,86500.0,1991,1,95,65.6,13.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,102.0,-73.975204,40.761257
22740,65.0,312400.0,1984,1,100,61.6,16.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,106.0,100.0,-73.970965,40.757534
22744,90.0,110650.0,1925,1,100,46.3,6.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,82.0,-73.981832,40.749887
22745,81.0,376270.0,1930,1,100,46.6,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,9.0,-74.011592,40.704275
22786,97.0,101203.0,1922,1,95,25.7,10.813295580110498,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,706.2,4,0,0,105.0,109.0,-73.988414,40.751732
22792,98.0,81763.0,1936,1,90,21.3,6.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,262.3,2,0,0,105.0,113.0,-73.989457,40.754595
22793,62.0,44100.0,1951,1,85,80.1,20.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,1,0,106.0,74.0,-73.982327,40.747507
22813,97.0,204066.0,1921,1,25,21.8,3.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,101.0,13.0,-74.01310054140001,40.704785
22831,86.0,27353.0,1989,1,100,84.8,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,314.9,3,0,0,104.0,81.0,-73.997875,40.7387
22842,60.0,24146.0,1901,1,100,55.5,4.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,205.0,6,0,0,105.0,52.0,-73.989124,40.738892
22847,41.0,432093.0,1905,1,75,113.3,10.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,101.0,13.0,-74.011113,40.708486
22848,75.0,389091.0,1908,1,90,63.6,10.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,101.0,13.0,-74.010997,40.708631
22852,96.0,124000.0,1911,1,60,32.6,6.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,3951.2,6,0,0,109.0,14601.0,-73.95564,40.814216
22861,73.0,52728.0,1930,1,95,49.8,10.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,94.0,-73.977989,40.75744
22863,79.0,82599.0,1902,1,100,53.4,9.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1352.9,3,0,0,104.0,81.0,-73.999682,40.741066
22869,66.0,208529.0,1906,1,95,80.2,10.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,105.0,84.0,-73.983304,40.752022
22893,91.0,26800.0,1907,1,100,51.0,4.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,6,0,0,105.0,52.0,-73.989081,40.738895
22919,20.0,36894.0,1908,1,100,75.9,22.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,341.4,5,0,0,101.0,31.0,-74.000822,40.718126
22920,53.0,42500.0,1900,1,100,49.3,14.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,101.0,31.0,-74.000707,40.718546
22938,81.0,172831.0,1912,1,85,61.1,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,105.0,74.0,-73.982804,40.745092
23004,86.0,27410.0,1907,1,100,58.9,17.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,104.0,11,6,0,105.0,58.0,-73.991166,40.741332
23016,85.0,468583.0,1910,1,95,56.9,12.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,102.0,37.0,-74.007382,40.726862
23017,87.0,156500.0,1917,1,100,51.2,8.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1376.4,6,0,0,105.0,95.0,-73.994348,40.747665
23020,98.0,266858.0,1921,1,30,17.4,4.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,105.0,11201.0,-73.974222,40.762635
23070,78.0,121500.0,1925,1,100,77.0,7.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,1340.1,9,2,0,105.0,113.0,-73.990186,40.754902
23096,98.0,41940.0,1910,1,100,15.5,4.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,168.5,2,0,0,109.0,14601.0,-73.960498,40.804891
23099,50.0,118861.0,1910,1,100,106.3,27.14799999999996,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,1,0,102.0,57.0,-73.992993,40.729884
23130,81.0,574066.0,1987,1,100,61.2,12.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,106.0,92.0,-73.97532,40.752424
23272,97.0,122821.0,1913,1,100,34.0,6.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,339.0,11,5,0,105.0,58.0,-73.990321,40.743517
23273,97.0,122821.0,1913,1,100,34.0,6.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,339.0,11,5,0,105.0,58.0,-73.990321,40.743517
23275,84.0,132179.0,1910,1,100,56.8,10.9,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2187.3,2,0,0,104.0,81.0,-73.999599,40.741034
23293,92.0,920386.9700000044,1931,1,60,87.3,18.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,16532.2,7,2,0,104.0,99.0,-74.005955,40.750934
23307,42.0,56102.0,1917,1,100,63.5,12.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2478.3,6,0,0,111.0,269.0,-73.9375860801,40.819265
23314,58.0,289356.0,1966,1,100,93.1,10.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,2,0,0,106.0,88.0,-73.973963,40.750791
23408,38.0,26793.0,1975,1,100,105.8,24.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,103.0,2601.0,-73.980093,40.72147
23427,62.0,258412.0,1902,1,95,66.3,15.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,4,0,0,105.0,101.0,-73.987978,40.749547
23451,66.0,45884.0,2016,1,100,55.0,12.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,3,0,0,102.0,5502.0,-73.993978,40.726824
23471,94.0,120000.0,1926,1,90,30.9,7.6,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,983.9,3,0,0,105.0,72.0,-73.980815,40.744919
23510,91.0,20000.0,1915,1,80,33.6,8.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,106.3,4,0,0,102.0,47.0,-74.000898,40.720574
23569,56.0,51750.0,1912,1,85,64.6,11.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,969.1,6,0,0,105.0,95.0,-73.992179,40.745941
23593,43.0,920386.9700000044,1961,1,100,95.2,17.7,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,35897.8350000002,6,2,0,105.0,131.0,-73.979818,40.760753
23597,68.0,920386.9700000044,2002,1,100,60.0,14.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,18054.9,8,4,0,105.0,113.0,-73.987208,40.755709
23599,95.0,55200.0,1907,1,100,46.8,3.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,4,0,105.0,58.0,-73.991823,40.74161
23603,94.0,250578.0,1917,1,85,51.5,7.3,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,5,0,0,105.0,113.0,-73.985172,40.755278
23620,46.0,901127.0,1990,1,80,71.8,15.4,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,7,0,0,105.0,119.0,-73.985009,40.757847
23621,94.0,130887.0,1923,1,100,44.8,4.5,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,366.5,4,0,0,105.0,109.0,-73.989829,40.753942
23622,98.0,146250.0,1923,1,100,18.8,5.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,726.7,3,0,0,105.0,109.0,-73.99015,40.753288
23624,98.0,94314.0,1906,1,100,31.4,4.1,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,143.8,8,0,0,102.0,61.0,-73.993065,40.733617
23629,86.0,89233.0,1913,1,85,51.0,8.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,482.5,4,0,0,105.0,95.0,-73.992576,40.746089
23641,80.0,66282.0,1915,1,100,63.6,7.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,2032.5,4,0,0,105.0,84.0,-73.984491,40.751712
23647,93.0,47111.0,1909,1,100,21.0,6.2,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,253.2,4,1,0,105.0,58.0,-73.990285,40.743523
23675,74.0,52526.0,1900,1,90,49.6,9.0,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,4096.181922693163,9,0,0,102.0,49.0,-74.000415,40.724996
23680,37.0,41575.0,1910,1,100,63.9,11.8,0.0,79.5,0.0,0.6154217272727274,0.41259895188363643,1.4735818181818174,0.09410454545454545,95.71428571428571,100.0,126.0,2,0,0,104.0,133.0,-73.988567,40.765791
